title,artist,year,popularity,tags,phrases,reason
Silver Song,Radiohead,1993,87,"alternative,90s,experimental","silver,song,radiohead","Adjective+Type pattern: ""Silver Song"""
Dark Song,Radiohead,1996,77,"alternative,90s,experimental","dark,song,radiohead","Adjective+Type pattern: ""Dark Song"""
Bright Song,Radiohead,1992,87,"alternative,90s,experimental","bright,song,radiohead","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Radiohead,1993,79,"alternative,90s,experimental","sweet,song,radiohead","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Radiohead,1998,80,"alternative,90s,experimental","wild,song,radiohead","Adjective+Type pattern: ""Wild Song"""
Free Song,Radiohead,1993,92,"alternative,90s,experimental","free,song,radiohead","Adjective+Type pattern: ""Free Song"""
Lost Song,Radiohead,1993,89,"alternative,90s,experimental","lost,song,radiohead","Exact match: ""Lost Song"""
Found Song,Radiohead,1993,75,"alternative,90s,experimental","found,song,radiohead","Exact match: ""Found Song"""
True Song,Radiohead,1996,85,"alternative,90s,experimental","true,song,radiohead","Exact match: ""True Song"""
Faded Song,Radiohead,1998,92,"alternative,90s,experimental","faded,song,radiohead","Adjective+Type pattern: ""Faded Song"""
Shining Song,Radiohead,1993,88,"alternative,90s,experimental","shining,song,radiohead","Adjective+Type pattern: ""Shining Song"""
Burning Song,Radiohead,1992,79,"alternative,90s,experimental","burning,song,radiohead","Adjective+Type pattern: ""Burning Song"""
Rising Song,Radiohead,1997,89,"alternative,90s,experimental","rising,song,radiohead","Adjective+Type pattern: ""Rising Song"""
Blue Track,Radiohead,1993,77,"alternative,90s,experimental","blue,track,radiohead","Adjective+Type pattern: ""Blue Track"""
Red Track,Radiohead,1995,83,"alternative,90s,experimental","red,track,radiohead","Adjective+Type pattern: ""Red Track"""
Golden Track,Radiohead,1996,81,"alternative,90s,experimental","golden,track,radiohead","Adjective+Type pattern: ""Golden Track"""
Silver Track,Radiohead,1996,79,"alternative,90s,experimental","silver,track,radiohead","Adjective+Type pattern: ""Silver Track"""
Dark Track,Radiohead,1998,94,"alternative,90s,experimental","dark,track,radiohead","Adjective+Type pattern: ""Dark Track"""
Bright Track,Radiohead,1999,92,"alternative,90s,experimental","bright,track,radiohead","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Radiohead,1992,91,"alternative,90s,experimental","sweet,track,radiohead","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Radiohead,1998,77,"alternative,90s,experimental","wild,track,radiohead","Adjective+Type pattern: ""Wild Track"""
Free Track,Radiohead,1993,77,"alternative,90s,experimental","free,track,radiohead","Adjective+Type pattern: ""Free Track"""
Lost Track,Radiohead,1994,75,"alternative,90s,experimental","lost,track,radiohead","Exact match: ""Lost Track"""
Found Track,Radiohead,1992,76,"alternative,90s,experimental","found,track,radiohead","Exact match: ""Found Track"""
True Track,Radiohead,1996,82,"alternative,90s,experimental","true,track,radiohead","Exact match: ""True Track"""
Faded Track,Radiohead,1998,82,"alternative,90s,experimental","faded,track,radiohead","Adjective+Type pattern: ""Faded Track"""
Shining Track,Radiohead,1997,89,"alternative,90s,experimental","shining,track,radiohead","Adjective+Type pattern: ""Shining Track"""
Blue Song,Red Hot Chili Peppers,1992,91,"alternative,funk rock,90s","blue,song,red hot chili peppers","Adjective+Type pattern: ""Blue Song"""
Red Song,Red Hot Chili Peppers,1997,78,"alternative,funk rock,90s","red,song,red hot chili peppers","Adjective+Type pattern: ""Red Song"""
Golden Song,Red Hot Chili Peppers,1995,92,"alternative,funk rock,90s","golden,song,red hot chili peppers","Adjective+Type pattern: ""Golden Song"""
Silver Song,Red Hot Chili Peppers,1998,78,"alternative,funk rock,90s","silver,song,red hot chili peppers","Adjective+Type pattern: ""Silver Song"""
Dark Song,Red Hot Chili Peppers,1999,83,"alternative,funk rock,90s","dark,song,red hot chili peppers","Adjective+Type pattern: ""Dark Song"""
Bright Song,Red Hot Chili Peppers,1999,94,"alternative,funk rock,90s","bright,song,red hot chili peppers","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Red Hot Chili Peppers,1998,87,"alternative,funk rock,90s","sweet,song,red hot chili peppers","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Red Hot Chili Peppers,1994,85,"alternative,funk rock,90s","wild,song,red hot chili peppers","Adjective+Type pattern: ""Wild Song"""
Free Song,Red Hot Chili Peppers,1992,85,"alternative,funk rock,90s","free,song,red hot chili peppers","Adjective+Type pattern: ""Free Song"""
Lost Song,Red Hot Chili Peppers,1995,82,"alternative,funk rock,90s","lost,song,red hot chili peppers","Exact match: ""Lost Song"""
Found Song,Red Hot Chili Peppers,1993,94,"alternative,funk rock,90s","found,song,red hot chili peppers","Exact match: ""Found Song"""
True Song,Red Hot Chili Peppers,1994,83,"alternative,funk rock,90s","true,song,red hot chili peppers","Exact match: ""True Song"""
Faded Song,Red Hot Chili Peppers,1999,89,"alternative,funk rock,90s","faded,song,red hot chili peppers","Adjective+Type pattern: ""Faded Song"""
Shining Song,Red Hot Chili Peppers,1999,84,"alternative,funk rock,90s","shining,song,red hot chili peppers","Adjective+Type pattern: ""Shining Song"""
Burning Song,Red Hot Chili Peppers,1995,86,"alternative,funk rock,90s","burning,song,red hot chili peppers","Adjective+Type pattern: ""Burning Song"""
Rising Song,Red Hot Chili Peppers,1999,83,"alternative,funk rock,90s","rising,song,red hot chili peppers","Adjective+Type pattern: ""Rising Song"""
Blue Track,Red Hot Chili Peppers,1999,77,"alternative,funk rock,90s","blue,track,red hot chili peppers","Adjective+Type pattern: ""Blue Track"""
Red Track,Red Hot Chili Peppers,1999,82,"alternative,funk rock,90s","red,track,red hot chili peppers","Adjective+Type pattern: ""Red Track"""
Golden Track,Red Hot Chili Peppers,1995,84,"alternative,funk rock,90s","golden,track,red hot chili peppers","Adjective+Type pattern: ""Golden Track"""
Silver Track,Red Hot Chili Peppers,1994,81,"alternative,funk rock,90s","silver,track,red hot chili peppers","Adjective+Type pattern: ""Silver Track"""
Dark Track,Red Hot Chili Peppers,1992,79,"alternative,funk rock,90s","dark,track,red hot chili peppers","Adjective+Type pattern: ""Dark Track"""
Bright Track,Red Hot Chili Peppers,1995,80,"alternative,funk rock,90s","bright,track,red hot chili peppers","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Red Hot Chili Peppers,1994,76,"alternative,funk rock,90s","sweet,track,red hot chili peppers","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Red Hot Chili Peppers,1994,84,"alternative,funk rock,90s","wild,track,red hot chili peppers","Adjective+Type pattern: ""Wild Track"""
Free Track,Red Hot Chili Peppers,1993,89,"alternative,funk rock,90s","free,track,red hot chili peppers","Adjective+Type pattern: ""Free Track"""
Lost Track,Red Hot Chili Peppers,1993,89,"alternative,funk rock,90s","lost,track,red hot chili peppers","Exact match: ""Lost Track"""
Found Track,Red Hot Chili Peppers,1996,77,"alternative,funk rock,90s","found,track,red hot chili peppers","Exact match: ""Found Track"""
True Track,Red Hot Chili Peppers,1995,88,"alternative,funk rock,90s","true,track,red hot chili peppers","Exact match: ""True Track"""
Faded Track,Red Hot Chili Peppers,1998,89,"alternative,funk rock,90s","faded,track,red hot chili peppers","Adjective+Type pattern: ""Faded Track"""
Shining Track,Red Hot Chili Peppers,1994,80,"alternative,funk rock,90s","shining,track,red hot chili peppers","Adjective+Type pattern: ""Shining Track"""
Blue Song,Weezer,1993,93,"alternative,power pop,90s","blue,song,weezer","Adjective+Type pattern: ""Blue Song"""
Red Song,Weezer,1999,94,"alternative,power pop,90s","red,song,weezer","Adjective+Type pattern: ""Red Song"""
Golden Song,Weezer,1999,92,"alternative,power pop,90s","golden,song,weezer","Adjective+Type pattern: ""Golden Song"""
Silver Song,Weezer,1999,81,"alternative,power pop,90s","silver,song,weezer","Adjective+Type pattern: ""Silver Song"""
Dark Song,Weezer,1992,92,"alternative,power pop,90s","dark,song,weezer","Adjective+Type pattern: ""Dark Song"""
Bright Song,Weezer,1997,82,"alternative,power pop,90s","bright,song,weezer","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Weezer,1993,88,"alternative,power pop,90s","sweet,song,weezer","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Weezer,1995,81,"alternative,power pop,90s","wild,song,weezer","Adjective+Type pattern: ""Wild Song"""
Free Song,Weezer,1999,92,"alternative,power pop,90s","free,song,weezer","Adjective+Type pattern: ""Free Song"""
Lost Song,Weezer,1992,82,"alternative,power pop,90s","lost,song,weezer","Exact match: ""Lost Song"""
Found Song,Weezer,1993,87,"alternative,power pop,90s","found,song,weezer","Exact match: ""Found Song"""
True Song,Weezer,1992,86,"alternative,power pop,90s","true,song,weezer","Exact match: ""True Song"""
Faded Song,Weezer,1998,81,"alternative,power pop,90s","faded,song,weezer","Adjective+Type pattern: ""Faded Song"""
Shining Song,Weezer,1998,84,"alternative,power pop,90s","shining,song,weezer","Adjective+Type pattern: ""Shining Song"""
Burning Song,Weezer,1996,77,"alternative,power pop,90s","burning,song,weezer","Adjective+Type pattern: ""Burning Song"""
Rising Song,Weezer,1998,83,"alternative,power pop,90s","rising,song,weezer","Adjective+Type pattern: ""Rising Song"""
Blue Track,Weezer,1996,87,"alternative,power pop,90s","blue,track,weezer","Adjective+Type pattern: ""Blue Track"""
Red Track,Weezer,1998,93,"alternative,power pop,90s","red,track,weezer","Adjective+Type pattern: ""Red Track"""
Golden Track,Weezer,1997,82,"alternative,power pop,90s","golden,track,weezer","Adjective+Type pattern: ""Golden Track"""
Silver Track,Weezer,1998,77,"alternative,power pop,90s","silver,track,weezer","Adjective+Type pattern: ""Silver Track"""
Dark Track,Weezer,1996,87,"alternative,power pop,90s","dark,track,weezer","Adjective+Type pattern: ""Dark Track"""
Bright Track,Weezer,1994,88,"alternative,power pop,90s","bright,track,weezer","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Weezer,1995,77,"alternative,power pop,90s","sweet,track,weezer","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Weezer,1996,78,"alternative,power pop,90s","wild,track,weezer","Adjective+Type pattern: ""Wild Track"""
Free Track,Weezer,1993,76,"alternative,power pop,90s","free,track,weezer","Adjective+Type pattern: ""Free Track"""
Blue Song,Foo Fighters,1995,91,"alternative,rock,90s","blue,song,foo fighters","Adjective+Type pattern: ""Blue Song"""
Red Song,Foo Fighters,1994,79,"alternative,rock,90s","red,song,foo fighters","Adjective+Type pattern: ""Red Song"""
Golden Song,Foo Fighters,1997,85,"alternative,rock,90s","golden,song,foo fighters","Adjective+Type pattern: ""Golden Song"""
Silver Song,Foo Fighters,1994,84,"alternative,rock,90s","silver,song,foo fighters","Adjective+Type pattern: ""Silver Song"""
Dark Song,Foo Fighters,1994,87,"alternative,rock,90s","dark,song,foo fighters","Adjective+Type pattern: ""Dark Song"""
Bright Song,Foo Fighters,1998,82,"alternative,rock,90s","bright,song,foo fighters","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Foo Fighters,1999,82,"alternative,rock,90s","sweet,song,foo fighters","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Foo Fighters,1993,81,"alternative,rock,90s","wild,song,foo fighters","Adjective+Type pattern: ""Wild Song"""
Free Song,Foo Fighters,1996,89,"alternative,rock,90s","free,song,foo fighters","Adjective+Type pattern: ""Free Song"""
Lost Song,Foo Fighters,1999,80,"alternative,rock,90s","lost,song,foo fighters","Exact match: ""Lost Song"""
Found Song,Foo Fighters,1992,91,"alternative,rock,90s","found,song,foo fighters","Exact match: ""Found Song"""
True Song,Foo Fighters,1999,79,"alternative,rock,90s","true,song,foo fighters","Exact match: ""True Song"""
Faded Song,Foo Fighters,1999,78,"alternative,rock,90s","faded,song,foo fighters","Adjective+Type pattern: ""Faded Song"""
Shining Song,Foo Fighters,1999,92,"alternative,rock,90s","shining,song,foo fighters","Adjective+Type pattern: ""Shining Song"""
Burning Song,Foo Fighters,1992,78,"alternative,rock,90s","burning,song,foo fighters","Adjective+Type pattern: ""Burning Song"""
Rising Song,Foo Fighters,1996,90,"alternative,rock,90s","rising,song,foo fighters","Adjective+Type pattern: ""Rising Song"""
Blue Track,Foo Fighters,1996,83,"alternative,rock,90s","blue,track,foo fighters","Adjective+Type pattern: ""Blue Track"""
Red Track,Foo Fighters,1998,90,"alternative,rock,90s","red,track,foo fighters","Adjective+Type pattern: ""Red Track"""
Golden Track,Foo Fighters,1996,80,"alternative,rock,90s","golden,track,foo fighters","Adjective+Type pattern: ""Golden Track"""
Silver Track,Foo Fighters,1992,80,"alternative,rock,90s","silver,track,foo fighters","Adjective+Type pattern: ""Silver Track"""
Dark Track,Foo Fighters,1995,92,"alternative,rock,90s","dark,track,foo fighters","Adjective+Type pattern: ""Dark Track"""
Bright Track,Foo Fighters,1997,81,"alternative,rock,90s","bright,track,foo fighters","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Foo Fighters,1993,78,"alternative,rock,90s","sweet,track,foo fighters","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Foo Fighters,1993,82,"alternative,rock,90s","wild,track,foo fighters","Adjective+Type pattern: ""Wild Track"""
Free Track,Foo Fighters,1992,94,"alternative,rock,90s","free,track,foo fighters","Adjective+Type pattern: ""Free Track"""
Lost Track,Foo Fighters,1996,79,"alternative,rock,90s","lost,track,foo fighters","Exact match: ""Lost Track"""
Found Track,Foo Fighters,1994,80,"alternative,rock,90s","found,track,foo fighters","Exact match: ""Found Track"""
True Track,Foo Fighters,1997,83,"alternative,rock,90s","true,track,foo fighters","Exact match: ""True Track"""
Faded Track,Foo Fighters,1996,92,"alternative,rock,90s","faded,track,foo fighters","Adjective+Type pattern: ""Faded Track"""
Shining Track,Foo Fighters,1999,92,"alternative,rock,90s","shining,track,foo fighters","Adjective+Type pattern: ""Shining Track"""
Blue Song,Beck,1999,83,"alternative,experimental,90s","blue,song,beck","Adjective+Type pattern: ""Blue Song"""
Red Song,Beck,1993,85,"alternative,experimental,90s","red,song,beck","Adjective+Type pattern: ""Red Song"""
Golden Song,Beck,1994,80,"alternative,experimental,90s","golden,song,beck","Adjective+Type pattern: ""Golden Song"""
Silver Song,Beck,1993,89,"alternative,experimental,90s","silver,song,beck","Adjective+Type pattern: ""Silver Song"""
Dark Song,Beck,1999,77,"alternative,experimental,90s","dark,song,beck","Adjective+Type pattern: ""Dark Song"""
Bright Song,Beck,1995,87,"alternative,experimental,90s","bright,song,beck","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Beck,1996,80,"alternative,experimental,90s","sweet,song,beck","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Beck,1998,91,"alternative,experimental,90s","wild,song,beck","Adjective+Type pattern: ""Wild Song"""
Free Song,Beck,1997,83,"alternative,experimental,90s","free,song,beck","Adjective+Type pattern: ""Free Song"""
Lost Song,Beck,1999,92,"alternative,experimental,90s","lost,song,beck","Exact match: ""Lost Song"""
Found Song,Beck,1992,89,"alternative,experimental,90s","found,song,beck","Exact match: ""Found Song"""
True Song,Beck,1992,93,"alternative,experimental,90s","true,song,beck","Exact match: ""True Song"""
Faded Song,Beck,1997,79,"alternative,experimental,90s","faded,song,beck","Adjective+Type pattern: ""Faded Song"""
Shining Song,Beck,1997,94,"alternative,experimental,90s","shining,song,beck","Adjective+Type pattern: ""Shining Song"""
Burning Song,Beck,1996,86,"alternative,experimental,90s","burning,song,beck","Adjective+Type pattern: ""Burning Song"""
Rising Song,Beck,1993,86,"alternative,experimental,90s","rising,song,beck","Adjective+Type pattern: ""Rising Song"""
Blue Track,Beck,1995,91,"alternative,experimental,90s","blue,track,beck","Adjective+Type pattern: ""Blue Track"""
Red Track,Beck,1993,85,"alternative,experimental,90s","red,track,beck","Adjective+Type pattern: ""Red Track"""
Golden Track,Beck,1997,78,"alternative,experimental,90s","golden,track,beck","Adjective+Type pattern: ""Golden Track"""
Silver Track,Beck,1997,91,"alternative,experimental,90s","silver,track,beck","Adjective+Type pattern: ""Silver Track"""
Blue Song,Oasis,1997,79,"britpop,90s,rock","blue,song,oasis","Adjective+Type pattern: ""Blue Song"""
Red Song,Oasis,1993,89,"britpop,90s,rock","red,song,oasis","Adjective+Type pattern: ""Red Song"""
Golden Song,Oasis,1992,87,"britpop,90s,rock","golden,song,oasis","Adjective+Type pattern: ""Golden Song"""
Silver Song,Oasis,1992,78,"britpop,90s,rock","silver,song,oasis","Adjective+Type pattern: ""Silver Song"""
Dark Song,Oasis,1992,93,"britpop,90s,rock","dark,song,oasis","Adjective+Type pattern: ""Dark Song"""
Bright Song,Oasis,1994,87,"britpop,90s,rock","bright,song,oasis","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Oasis,1996,82,"britpop,90s,rock","sweet,song,oasis","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Oasis,1995,84,"britpop,90s,rock","wild,song,oasis","Adjective+Type pattern: ""Wild Song"""
Free Song,Oasis,1998,93,"britpop,90s,rock","free,song,oasis","Adjective+Type pattern: ""Free Song"""
Lost Song,Oasis,1993,85,"britpop,90s,rock","lost,song,oasis","Exact match: ""Lost Song"""
Found Song,Oasis,1997,88,"britpop,90s,rock","found,song,oasis","Exact match: ""Found Song"""
True Song,Oasis,1998,85,"britpop,90s,rock","true,song,oasis","Exact match: ""True Song"""
Faded Song,Oasis,1999,85,"britpop,90s,rock","faded,song,oasis","Adjective+Type pattern: ""Faded Song"""
Shining Song,Oasis,1994,82,"britpop,90s,rock","shining,song,oasis","Adjective+Type pattern: ""Shining Song"""
Burning Song,Oasis,1995,93,"britpop,90s,rock","burning,song,oasis","Adjective+Type pattern: ""Burning Song"""
