title,artist,year,popularity,tags,phrases
Wild Song,Blur,1996,88,"britpop,90s,alternative","wild,song,blur"
Free Song,Blur,1998,82,"britpop,90s,alternative","free,song,blur"
Lost Song,Blur,1997,80,"britpop,90s,alternative","lost,song,blur"
Found Song,Blur,1996,81,"britpop,90s,alternative","found,song,blur"
True Song,Blur,1992,77,"britpop,90s,alternative","true,song,blur"
Faded Song,Blur,1994,90,"britpop,90s,alternative","faded,song,blur"
Shining Song,Blur,1994,84,"britpop,90s,alternative","shining,song,blur"
Burning Song,Blur,1998,82,"britpop,90s,alternative","burning,song,blur"
Rising Song,Blur,1999,80,"britpop,90s,alternative","rising,song,blur"
Blue Track,Blur,1998,81,"britpop,90s,alternative","blue,track,blur"
Red Track,Blur,1999,85,"britpop,90s,alternative","red,track,blur"
Golden Track,Blur,1999,86,"britpop,90s,alternative","golden,track,blur"
Silver Track,Blur,1998,88,"britpop,90s,alternative","silver,track,blur"
Blue Song,R.E.M.,1993,82,"alternative,rock,90s","blue,song,r.e.m."
Red Song,R.E.M.,1994,90,"alternative,rock,90s","red,song,r.e.m."
Golden Song,R.E.M.,1999,93,"alternative,rock,90s","golden,song,r.e.m."
Silver Song,R.E.M.,1994,92,"alternative,rock,90s","silver,song,r.e.m."
Dark Song,R.E.M.,1999,86,"alternative,rock,90s","dark,song,r.e.m."
Bright Song,R.E.M.,1993,75,"alternative,rock,90s","bright,song,r.e.m."
Sweet Song,R.E.M.,1992,94,"alternative,rock,90s","sweet,song,r.e.m."
Wild Song,R.E.M.,1992,85,"alternative,rock,90s","wild,song,r.e.m."
Free Song,R.E.M.,1994,87,"alternative,rock,90s","free,song,r.e.m."
Lost Song,R.E.M.,1998,79,"alternative,rock,90s","lost,song,r.e.m."
Found Song,R.E.M.,1999,77,"alternative,rock,90s","found,song,r.e.m."
True Song,R.E.M.,1992,82,"alternative,rock,90s","true,song,r.e.m."
Faded Song,R.E.M.,1995,76,"alternative,rock,90s","faded,song,r.e.m."
Shining Song,R.E.M.,1993,87,"alternative,rock,90s","shining,song,r.e.m."
Burning Song,R.E.M.,1996,77,"alternative,rock,90s","burning,song,r.e.m."
Rising Song,R.E.M.,1993,90,"alternative,rock,90s","rising,song,r.e.m."
Blue Track,R.E.M.,1996,82,"alternative,rock,90s","blue,track,r.e.m."
Red Track,R.E.M.,1999,78,"alternative,rock,90s","red,track,r.e.m."
Golden Track,R.E.M.,1997,77,"alternative,rock,90s","golden,track,r.e.m."
Silver Track,R.E.M.,1995,94,"alternative,rock,90s","silver,track,r.e.m."
...Baby One More Time,Britney Spears,1997,89,"pop,90s,teen","baby one more time,hit me,loneliness killing me"
Genie in a Bottle,Christina Aguilera,1995,95,"pop,90s,teen","genie bottle,rub me right way"
I Want It That Way,Backstreet Boys,1996,86,"pop,90s,boy band","want it that way,tell me why,heartache"
Bye Bye Bye,*NSYNC,1998,83,"pop,90s,boy band","bye bye bye,don't wanna be fool"
Wannabe,Spice Girls,1997,96,"pop,90s,girl power","wannabe,tell you what i want,zigazig ah"
Blue Song,Britney Spears,1997,88,"pop,90s,teen","blue,song,britney spears"
Red Song,Britney Spears,1999,96,"pop,90s,teen","red,song,britney spears"
Golden Song,Britney Spears,1998,81,"pop,90s,teen","golden,song,britney spears"
Silver Song,Britney Spears,1998,85,"pop,90s,teen","silver,song,britney spears"
Dark Song,Britney Spears,1995,93,"pop,90s,teen","dark,song,britney spears"
Bright Song,Britney Spears,1999,91,"pop,90s,teen","bright,song,britney spears"
Sweet Song,Britney Spears,1996,96,"pop,90s,teen","sweet,song,britney spears"
Wild Song,Britney Spears,1996,88,"pop,90s,teen","wild,song,britney spears"
Free Song,Britney Spears,1998,87,"pop,90s,teen","free,song,britney spears"
Lost Song,Britney Spears,1999,84,"pop,90s,teen","lost,song,britney spears"
Found Song,Britney Spears,1999,81,"pop,90s,teen","found,song,britney spears"
True Song,Britney Spears,1995,93,"pop,90s,teen","true,song,britney spears"
Faded Song,Britney Spears,1995,89,"pop,90s,teen","faded,song,britney spears"
Shining Song,Britney Spears,1995,86,"pop,90s,teen","shining,song,britney spears"
Burning Song,Britney Spears,1998,95,"pop,90s,teen","burning,song,britney spears"
Blue Song,Backstreet Boys,1997,81,"pop,90s,boy band","blue,song,backstreet boys"
Red Song,Backstreet Boys,1999,92,"pop,90s,boy band","red,song,backstreet boys"
Golden Song,Backstreet Boys,1999,89,"pop,90s,boy band","golden,song,backstreet boys"
Silver Song,Backstreet Boys,1999,87,"pop,90s,boy band","silver,song,backstreet boys"
Dark Song,Backstreet Boys,1998,94,"pop,90s,boy band","dark,song,backstreet boys"
Bright Song,Backstreet Boys,1995,89,"pop,90s,boy band","bright,song,backstreet boys"
Sweet Song,Backstreet Boys,1999,95,"pop,90s,boy band","sweet,song,backstreet boys"
Wild Song,Backstreet Boys,1997,85,"pop,90s,boy band","wild,song,backstreet boys"
Free Song,Backstreet Boys,1998,90,"pop,90s,boy band","free,song,backstreet boys"
Lost Song,Backstreet Boys,1996,96,"pop,90s,boy band","lost,song,backstreet boys"
Found Song,Backstreet Boys,1995,97,"pop,90s,boy band","found,song,backstreet boys"
True Song,Backstreet Boys,1998,86,"pop,90s,boy band","true,song,backstreet boys"
Faded Song,Backstreet Boys,1995,82,"pop,90s,boy band","faded,song,backstreet boys"
Shining Song,Backstreet Boys,1995,96,"pop,90s,boy band","shining,song,backstreet boys"
Burning Song,Backstreet Boys,1996,82,"pop,90s,boy band","burning,song,backstreet boys"
Blue Song,*NSYNC,1997,80,"pop,90s,boy band","blue,song,*nsync"
Red Song,*NSYNC,1998,85,"pop,90s,boy band","red,song,*nsync"
Golden Song,*NSYNC,1997,80,"pop,90s,boy band","golden,song,*nsync"
Silver Song,*NSYNC,1999,85,"pop,90s,boy band","silver,song,*nsync"
Dark Song,*NSYNC,1996,88,"pop,90s,boy band","dark,song,*nsync"
Bright Song,*NSYNC,1999,93,"pop,90s,boy band","bright,song,*nsync"
Sweet Song,*NSYNC,1995,93,"pop,90s,boy band","sweet,song,*nsync"
Wild Song,*NSYNC,1998,87,"pop,90s,boy band","wild,song,*nsync"
Free Song,*NSYNC,1995,92,"pop,90s,boy band","free,song,*nsync"
Lost Song,*NSYNC,1997,88,"pop,90s,boy band","lost,song,*nsync"
Found Song,*NSYNC,1997,81,"pop,90s,boy band","found,song,*nsync"
True Song,*NSYNC,1997,80,"pop,90s,boy band","true,song,*nsync"
Faded Song,*NSYNC,1997,81,"pop,90s,boy band","faded,song,*nsync"
Shining Song,*NSYNC,1998,92,"pop,90s,boy band","shining,song,*nsync"
Burning Song,*NSYNC,1998,93,"pop,90s,boy band","burning,song,*nsync"
Blue Song,Spice Girls,1997,88,"pop,90s,girl power","blue,song,spice girls"
Red Song,Spice Girls,1997,81,"pop,90s,girl power","red,song,spice girls"
Golden Song,Spice Girls,1996,96,"pop,90s,girl power","golden,song,spice girls"
Silver Song,Spice Girls,1996,92,"pop,90s,girl power","silver,song,spice girls"
Dark Song,Spice Girls,1996,86,"pop,90s,girl power","dark,song,spice girls"
Bright Song,Spice Girls,1997,95,"pop,90s,girl power","bright,song,spice girls"
Sweet Song,Spice Girls,1995,81,"pop,90s,girl power","sweet,song,spice girls"
Wild Song,Spice Girls,1997,91,"pop,90s,girl power","wild,song,spice girls"
Free Song,Spice Girls,1997,82,"pop,90s,girl power","free,song,spice girls"
Lost Song,Spice Girls,1997,96,"pop,90s,girl power","lost,song,spice girls"
Found Song,Spice Girls,1999,80,"pop,90s,girl power","found,song,spice girls"
True Song,Spice Girls,1995,91,"pop,90s,girl power","true,song,spice girls"
Faded Song,Spice Girls,1996,87,"pop,90s,girl power","faded,song,spice girls"
Shining Song,Spice Girls,1999,86,"pop,90s,girl power","shining,song,spice girls"
Burning Song,Spice Girls,1998,88,"pop,90s,girl power","burning,song,spice girls"
Blue Song,Mariah Carey,1999,88,"pop,r&b,90s","blue,song,mariah carey"
Red Song,Mariah Carey,1999,94,"pop,r&b,90s","red,song,mariah carey"
Golden Song,Mariah Carey,1999,94,"pop,r&b,90s","golden,song,mariah carey"
Silver Song,Mariah Carey,1998,91,"pop,r&b,90s","silver,song,mariah carey"
Dark Song,Mariah Carey,1996,85,"pop,r&b,90s","dark,song,mariah carey"
Bright Song,Mariah Carey,1999,90,"pop,r&b,90s","bright,song,mariah carey"
Sweet Song,Mariah Carey,1998,82,"pop,r&b,90s","sweet,song,mariah carey"
Wild Song,Mariah Carey,1995,80,"pop,r&b,90s","wild,song,mariah carey"
Free Song,Mariah Carey,1996,85,"pop,r&b,90s","free,song,mariah carey"
Lost Song,Mariah Carey,1995,87,"pop,r&b,90s","lost,song,mariah carey"
Found Song,Mariah Carey,1999,96,"pop,r&b,90s","found,song,mariah carey"
True Song,Mariah Carey,1997,89,"pop,r&b,90s","true,song,mariah carey"
Faded Song,Mariah Carey,1996,97,"pop,r&b,90s","faded,song,mariah carey"
Shining Song,Mariah Carey,1997,89,"pop,r&b,90s","shining,song,mariah carey"
Burning Song,Mariah Carey,1997,92,"pop,r&b,90s","burning,song,mariah carey"
Rising Song,Mariah Carey,1995,85,"pop,r&b,90s","rising,song,mariah carey"
Blue Track,Mariah Carey,1995,81,"pop,r&b,90s","blue,track,mariah carey"
Red Track,Mariah Carey,1995,83,"pop,r&b,90s","red,track,mariah carey"
Golden Track,Mariah Carey,1995,83,"pop,r&b,90s","golden,track,mariah carey"
Silver Track,Mariah Carey,1997,92,"pop,r&b,90s","silver,track,mariah carey"
Blue Song,Celine Dion,1999,95,"pop,ballad,90s","blue,song,celine dion"
Red Song,Celine Dion,1998,81,"pop,ballad,90s","red,song,celine dion"
Golden Song,Celine Dion,1998,88,"pop,ballad,90s","golden,song,celine dion"
Silver Song,Celine Dion,1995,89,"pop,ballad,90s","silver,song,celine dion"
Dark Song,Celine Dion,1999,87,"pop,ballad,90s","dark,song,celine dion"
Bright Song,Celine Dion,1998,81,"pop,ballad,90s","bright,song,celine dion"
Sweet Song,Celine Dion,1996,96,"pop,ballad,90s","sweet,song,celine dion"
Wild Song,Celine Dion,1995,85,"pop,ballad,90s","wild,song,celine dion"
Free Song,Celine Dion,1995,80,"pop,ballad,90s","free,song,celine dion"
Lost Song,Celine Dion,1996,87,"pop,ballad,90s","lost,song,celine dion"
Found Song,Celine Dion,1996,85,"pop,ballad,90s","found,song,celine dion"
True Song,Celine Dion,1998,86,"pop,ballad,90s","true,song,celine dion"
Faded Song,Celine Dion,1995,90,"pop,ballad,90s","faded,song,celine dion"
Shining Song,Celine Dion,1997,88,"pop,ballad,90s","shining,song,celine dion"
Burning Song,Celine Dion,1997,84,"pop,ballad,90s","burning,song,celine dion"
Juicy,The Notorious B.I.G.,1996,89,"hip hop,90s,east coast","juicy,dream,cream"
California Love,2Pac,1994,90,"hip hop,90s,west coast","california love,west side,dre"
Nuthin' but a 'G' Thang,Dr. Dre,1996,92,"hip hop,90s,g-funk","g thang,snoop dogg,ain't nothing"
Regulate,Warren G,1995,79,"hip hop,90s,g-funk","regulate,mount up,sixteen,park"
Hypnotize,The Notorious B.I.G.,1998,78,"hip hop,90s,east coast","hypnotize,biggie,flow"
Blue Song,2Pac,1998,94,"hip hop,90s,west coast","blue,song,2pac"
Red Song,2Pac,1993,79,"hip hop,90s,west coast","red,song,2pac"
Golden Song,2Pac,1999,94,"hip hop,90s,west coast","golden,song,2pac"
Silver Song,2Pac,1992,84,"hip hop,90s,west coast","silver,song,2pac"
Dark Song,2Pac,1996,80,"hip hop,90s,west coast","dark,song,2pac"
Bright Song,2Pac,1994,87,"hip hop,90s,west coast","bright,song,2pac"
Sweet Song,2Pac,1996,95,"hip hop,90s,west coast","sweet,song,2pac"
Wild Song,2Pac,1998,96,"hip hop,90s,west coast","wild,song,2pac"
Free Song,2Pac,1997,82,"hip hop,90s,west coast","free,song,2pac"
Lost Song,2Pac,1999,79,"hip hop,90s,west coast","lost,song,2pac"
Found Song,2Pac,1997,82,"hip hop,90s,west coast","found,song,2pac"
True Song,2Pac,1995,84,"hip hop,90s,west coast","true,song,2pac"
Faded Song,2Pac,1998,93,"hip hop,90s,west coast","faded,song,2pac"
Shining Song,2Pac,1993,85,"hip hop,90s,west coast","shining,song,2pac"
Burning Song,2Pac,1998,93,"hip hop,90s,west coast","burning,song,2pac"
Rising Song,2Pac,1992,94,"hip hop,90s,west coast","rising,song,2pac"
Blue Track,2Pac,1995,83,"hip hop,90s,west coast","blue,track,2pac"
Red Track,2Pac,1992,92,"hip hop,90s,west coast","red,track,2pac"
Golden Track,2Pac,1995,78,"hip hop,90s,west coast","golden,track,2pac"
Silver Track,2Pac,1994,86,"hip hop,90s,west coast","silver,track,2pac"
Dark Track,2Pac,1997,92,"hip hop,90s,west coast","dark,track,2pac"
Bright Track,2Pac,1998,88,"hip hop,90s,west coast","bright,track,2pac"
Sweet Track,2Pac,1996,80,"hip hop,90s,west coast","sweet,track,2pac"
Wild Track,2Pac,1997,84,"hip hop,90s,west coast","wild,track,2pac"
Free Track,2Pac,1994,82,"hip hop,90s,west coast","free,track,2pac"
Blue Song,The Notorious B.I.G.,1993,83,"hip hop,90s,east coast","blue,song,the notorious b.i.g."
Red Song,The Notorious B.I.G.,1993,86,"hip hop,90s,east coast","red,song,the notorious b.i.g."
Golden Song,The Notorious B.I.G.,1993,85,"hip hop,90s,east coast","golden,song,the notorious b.i.g."
Silver Song,The Notorious B.I.G.,1999,82,"hip hop,90s,east coast","silver,song,the notorious b.i.g."
Dark Song,The Notorious B.I.G.,1997,86,"hip hop,90s,east coast","dark,song,the notorious b.i.g."
Bright Song,The Notorious B.I.G.,1997,79,"hip hop,90s,east coast","bright,song,the notorious b.i.g."
Sweet Song,The Notorious B.I.G.,1992,81,"hip hop,90s,east coast","sweet,song,the notorious b.i.g."
Wild Song,The Notorious B.I.G.,1995,84,"hip hop,90s,east coast","wild,song,the notorious b.i.g."
Free Song,The Notorious B.I.G.,1992,97,"hip hop,90s,east coast","free,song,the notorious b.i.g."
Lost Song,The Notorious B.I.G.,1993,82,"hip hop,90s,east coast","lost,song,the notorious b.i.g."
Found Song,The Notorious B.I.G.,1993,87,"hip hop,90s,east coast","found,song,the notorious b.i.g."
True Song,The Notorious B.I.G.,1995,81,"hip hop,90s,east coast","true,song,the notorious b.i.g."
Faded Song,The Notorious B.I.G.,1994,87,"hip hop,90s,east coast","faded,song,the notorious b.i.g."
Shining Song,The Notorious B.I.G.,1995,97,"hip hop,90s,east coast","shining,song,the notorious b.i.g."
Burning Song,The Notorious B.I.G.,1998,90,"hip hop,90s,east coast","burning,song,the notorious b.i.g."
Rising Song,The Notorious B.I.G.,1999,85,"hip hop,90s,east coast","rising,song,the notorious b.i.g."
Blue Track,The Notorious B.I.G.,1992,96,"hip hop,90s,east coast","blue,track,the notorious b.i.g."
Red Track,The Notorious B.I.G.,1993,96,"hip hop,90s,east coast","red,track,the notorious b.i.g."
Golden Track,The Notorious B.I.G.,1993,85,"hip hop,90s,east coast","golden,track,the notorious b.i.g."
Silver Track,The Notorious B.I.G.,1998,79,"hip hop,90s,east coast","silver,track,the notorious b.i.g."
Blue Song,Dr. Dre,1998,92,"hip hop,90s,g-funk,producer","blue,song,dr. dre"
Red Song,Dr. Dre,1997,90,"hip hop,90s,g-funk,producer","red,song,dr. dre"
Golden Song,Dr. Dre,1996,78,"hip hop,90s,g-funk,producer","golden,song,dr. dre"
Silver Song,Dr. Dre,1998,81,"hip hop,90s,g-funk,producer","silver,song,dr. dre"
Dark Song,Dr. Dre,1992,88,"hip hop,90s,g-funk,producer","dark,song,dr. dre"
Bright Song,Dr. Dre,1998,97,"hip hop,90s,g-funk,producer","bright,song,dr. dre"
Sweet Song,Dr. Dre,1998,82,"hip hop,90s,g-funk,producer","sweet,song,dr. dre"
Wild Song,Dr. Dre,1993,80,"hip hop,90s,g-funk,producer","wild,song,dr. dre"
Free Song,Dr. Dre,1996,82,"hip hop,90s,g-funk,producer","free,song,dr. dre"
Lost Song,Dr. Dre,1994,94,"hip hop,90s,g-funk,producer","lost,song,dr. dre"
Found Song,Dr. Dre,1997,96,"hip hop,90s,g-funk,producer","found,song,dr. dre"
True Song,Dr. Dre,1996,78,"hip hop,90s,g-funk,producer","true,song,dr. dre"
Faded Song,Dr. Dre,1994,88,"hip hop,90s,g-funk,producer","faded,song,dr. dre"
Shining Song,Dr. Dre,1997,82,"hip hop,90s,g-funk,producer","shining,song,dr. dre"
Burning Song,Dr. Dre,1994,88,"hip hop,90s,g-funk,producer","burning,song,dr. dre"
Rising Song,Dr. Dre,1994,91,"hip hop,90s,g-funk,producer","rising,song,dr. dre"
Blue Track,Dr. Dre,1992,90,"hip hop,90s,g-funk,producer","blue,track,dr. dre"
Red Track,Dr. Dre,1992,86,"hip hop,90s,g-funk,producer","red,track,dr. dre"
Golden Track,Dr. Dre,1993,90,"hip hop,90s,g-funk,producer","golden,track,dr. dre"
Silver Track,Dr. Dre,1997,84,"hip hop,90s,g-funk,producer","silver,track,dr. dre"
Blue Song,Snoop Dogg,1999,85,"hip hop,90s,g-funk","blue,song,snoop dogg"
Red Song,Snoop Dogg,1994,94,"hip hop,90s,g-funk","red,song,snoop dogg"
Golden Song,Snoop Dogg,1992,93,"hip hop,90s,g-funk","golden,song,snoop dogg"
Silver Song,Snoop Dogg,1995,89,"hip hop,90s,g-funk","silver,song,snoop dogg"
Dark Song,Snoop Dogg,1996,88,"hip hop,90s,g-funk","dark,song,snoop dogg"
Bright Song,Snoop Dogg,1996,85,"hip hop,90s,g-funk","bright,song,snoop dogg"
Sweet Song,Snoop Dogg,1992,88,"hip hop,90s,g-funk","sweet,song,snoop dogg"
Wild Song,Snoop Dogg,1992,82,"hip hop,90s,g-funk","wild,song,snoop dogg"
Free Song,Snoop Dogg,1992,84,"hip hop,90s,g-funk","free,song,snoop dogg"
Lost Song,Snoop Dogg,1994,80,"hip hop,90s,g-funk","lost,song,snoop dogg"
Found Song,Snoop Dogg,1997,80,"hip hop,90s,g-funk","found,song,snoop dogg"
True Song,Snoop Dogg,1995,79,"hip hop,90s,g-funk","true,song,snoop dogg"
Faded Song,Snoop Dogg,1996,82,"hip hop,90s,g-funk","faded,song,snoop dogg"
Shining Song,Snoop Dogg,1995,94,"hip hop,90s,g-funk","shining,song,snoop dogg"
Burning Song,Snoop Dogg,1998,80,"hip hop,90s,g-funk","burning,song,snoop dogg"
Rising Song,Snoop Dogg,1997,88,"hip hop,90s,g-funk","rising,song,snoop dogg"
Blue Track,Snoop Dogg,1994,94,"hip hop,90s,g-funk","blue,track,snoop dogg"
Red Track,Snoop Dogg,1997,91,"hip hop,90s,g-funk","red,track,snoop dogg"
Golden Track,Snoop Dogg,1996,94,"hip hop,90s,g-funk","golden,track,snoop dogg"
Silver Track,Snoop Dogg,1996,87,"hip hop,90s,g-funk","silver,track,snoop dogg"
Blue Song,Wu-Tang Clan,1992,82,"hip hop,90s,east coast","blue,song,wu-tang clan"
Red Song,Wu-Tang Clan,1997,81,"hip hop,90s,east coast","red,song,wu-tang clan"
Golden Song,Wu-Tang Clan,1994,95,"hip hop,90s,east coast","golden,song,wu-tang clan"
Silver Song,Wu-Tang Clan,1993,83,"hip hop,90s,east coast","silver,song,wu-tang clan"
Dark Song,Wu-Tang Clan,1999,90,"hip hop,90s,east coast","dark,song,wu-tang clan"
Bright Song,Wu-Tang Clan,1995,79,"hip hop,90s,east coast","bright,song,wu-tang clan"
Sweet Song,Wu-Tang Clan,1998,93,"hip hop,90s,east coast","sweet,song,wu-tang clan"
Wild Song,Wu-Tang Clan,1996,93,"hip hop,90s,east coast","wild,song,wu-tang clan"
Free Song,Wu-Tang Clan,1998,81,"hip hop,90s,east coast","free,song,wu-tang clan"
Lost Song,Wu-Tang Clan,1998,90,"hip hop,90s,east coast","lost,song,wu-tang clan"
Found Song,Wu-Tang Clan,1994,81,"hip hop,90s,east coast","found,song,wu-tang clan"
